star_id,name,brightness_apparent,stellar_classification,constellation,galaxy_id
5402,unnamed5402,5.0,G8III...,Hercules,43
5403,V656 Her,5.01,M2III,Hercules,43
5404,51 Her,5.03,K2II-III,Hercules,43
5405,99 Her,5.05,F7V,Hercules,43
5406,HD 155410,5.07,K3III,Hercules,43
5407,87 Her,5.09,K2III,Hercules,43
5408,5 Her,5.1,G8III,Hercules,43
5409,101 Her,5.1,A8III,Hercules,43
5410,107 Her,5.12,A7V,Hercules,43
5411,70 Her,5.13,A2V,Hercules,43
5412,43 Her,5.15,K5III,Hercules,43
5413,90 Her,5.17,K3III,Hercules,43
5414,45 Her,5.22,B9p (Cr),Hercules,43
5415,HD 148897,5.24,G8p,Hercules,43
5416,96 Her,5.25,B3IV,Hercules,43
5417,HD 169191,5.25,K3III,Hercules,43
5418,59 Her,5.27,A3IV,Hercules,43
5419,105 Her,5.3,K4II SB,Hercules,43
5420,53 Her,5.34,F0V,Hercules,43
5421,2 Her,5.35,M3III,Hercules,43
5422,54 Her,5.35,K4III,Hercules,43
5423,82 Her,5.35,K1III,Hercules,43
5424,HD 157087,5.36,A3III,Hercules,43
5425,72 Her,5.38,G0V,Hercules,43
5426,HD 152815,5.39,G8III,Hercules,43
5427,α2 Her,5.39,,Hercules,43
5428,ρ Her B,5.4,A0Vn,Hercules,43
5429,HD 155103,5.41,A5m,Hercules,43
5430,HD 169110,5.41,K5III,Hercules,43
5431,112 Her,5.43,B9p...,Hercules,43
5432,9 Her,5.46,K5III,Hercules,43
5433,89 Her,5.47,F2Iavar,Hercules,43
5434,HD 147365,5.48,F3IV-V,Hercules,43
5435,47 Her,5.48,A3m,Hercules,43
5436,HD 166229,5.49,K2III,Hercules,43
5437,74 Her,5.51,M0III,Hercules,43
5438,HD 162555,5.51,K1III,Hercules,43
5439,HD 158148,5.52,B5V,Hercules,43
5440,25 Her,5.53,A5V,Hercules,43
5441,HR 6594,5.55,F4Vw,Hercules,43
5442,V819 Her,5.55,F9Vn...,Hercules,43
5443,unnamed5443,5.56,K4III,Hercules,43
5444,83 Her,5.56,K4III,Hercules,43
5445,unnamed5445,5.57,G8III,Hercules,43
5446,unnamed5446,5.6,M3III,Hercules,43
5447,unnamed5447,5.61,A4Vn,Hercules,43
5448,unnamed5448,5.61,A1V,Hercules,43
5449,108 Her,5.61,A5m,Hercules,43
5450,unnamed5450,5.62,K3III,Hercules,43
5451,unnamed5451,5.62,G8III,Hercules,43
5452,n Her,5.63,B9.5III,Hercules,43
5453,unnamed5453,5.63,G8III,Hercules,43
5454,unnamed5454,5.65,F6V,Hercules,43
5455,78 Her,5.66,A1V,Hercules,43
5456,unnamed5456,5.68,K0III,Hercules,43
5457,unnamed5457,5.68,K0III:,Hercules,43
5458,unnamed5458,5.69,K3III,Hercules,43
5459,unnamed5459,5.69,G5IV,Hercules,43
5460,unnamed5460,5.69,M0III,Hercules,43
5461,unnamed5461,5.69,K1III,Hercules,43
5462,73 Her,5.7,F0IV,Hercules,43
5463,16 Her,5.72,K3III,Hercules,43
5464,unnamed5464,5.72,K1III:,Hercules,43
5465,unnamed5465,5.72,K0III,Hercules,43
5466,4 Her,5.73,B9p,Hercules,43
5467,50 Her,5.73,M1III,Hercules,43
5468,84 Her,5.73,G2IIIb,Hercules,43
5469,10 Her,5.74,M4IIIa,Hercules,43
5470,unnamed5470,5.75,A3V,Hercules,43
5471,unnamed5471,5.76,K5III,Hercules,43
5472,unnamed5472,5.76,G7III:,Hercules,43
5473,79 Her,5.76,A2Vn,Hercules,43
5474,unnamed5474,5.76,A2V,Hercules,43
5475,37 Her,5.77,A1V,Hercules,43
5476,100 Her,5.79,A3V,Hercules,43
5477,unnamed5477,5.79,A0Vn,Hercules,43
5478,unnamed5478,5.81,A2IV,Hercules,43
5479,21 Her,5.83,A2sp...,Hercules,43
5480,unnamed5480,5.83,G8II,Hercules,43
5481,77 Her,5.83,A4V,Hercules,43
5483,V636 Her,5.86,M4IIIa,Hercules,43
5484,unnamed5484,5.87,B6IV,Hercules,43
5485,unnamed5485,5.88,K5III,Hercules,43
5486,unnamed5486,5.89,K4II+...,Hercules,43
5487,unnamed5487,5.89,A1V,Hercules,43
5488,unnamed5488,5.91,A1V,Hercules,43
5489,33 Oph,5.91,A1V,Hercules,43
5490,39 Her,5.92,F2III,Hercules,43
5491,unnamed5491,5.93,K6III,Hercules,43
5492,unnamed5492,5.94,A0V,Hercules,43
5493,unnamed5493,5.97,G7III:,Hercules,43
5494,HD 166988,5.98,A3V,Hercules,43
5495,unnamed5495,5.99,K2III,Hercules,43
5496,unnamed5496,5.99,K2III,Hercules,43
5497,unnamed5497,6.0,A1V,Hercules,43
5498,unnamed5498,6.01,K4III,Hercules,43
5499,unnamed5499,6.01,K6III,Hercules,43
5500,unnamed5500,6.01,K4III,Hercules,43
5501,unnamed5501,6.02,F2.5III-IV,Hercules,43
5502,unnamed5502,6.03,G5III:,Hercules,43
5503,unnamed5503,6.04,F0IV,Hercules,43
5504,unnamed5504,6.04,G8II,Hercules,43
5505,unnamed5505,6.04,A5V,Hercules,43
5506,unnamed5506,6.04,B9IIIn,Hercules,43
5507,unnamed5507,6.05,M2III,Hercules,43
5508,56 Her,6.06,G5III,Hercules,43
5509,34 Oph,6.06,K1III,Hercules,43
5510,unnamed5510,6.07,K2,Hercules,43
5511,unnamed5511,6.07,K4III,Hercules,43
5512,unnamed5512,6.08,A3Vn,Hercules,43
5513,unnamed5513,6.08,A5V,Hercules,43
5514,48 Ser,6.09,A0V,Hercules,43
5515,V640 Her,6.09,M4III,Hercules,43
5516,unnamed5516,6.09,B9V+...,Hercules,43
5517,unnamed5517,6.11,G8III,Hercules,43
5518,unnamed5518,6.11,K1III,Hercules,43
5519,unnamed5519,6.11,A7IV,Hercules,43
5520,unnamed5520,6.12,A5III,Hercules,43
5521,8 Her,6.13,A0Vnn,Hercules,43
5522,unnamed5522,6.13,G9III,Hercules,43
5523,unnamed5523,6.13,A1V,Hercules,43
5524,unnamed5524,6.14,A9V,Hercules,43
5525,unnamed5525,6.14,K4III,Hercules,43
5526,unnamed5526,6.16,K0III,Hercules,43
5527,unnamed5527,6.18,K0IV,Hercules,43
5528,V624 Her,6.18,A3m,Hercules,43
5529,unnamed5529,6.18,K5III,Hercules,43
5530,unnamed5530,6.18,K3III:,Hercules,43
5531,unnamed5531,6.18,K5,Hercules,43
5532,61 Her,6.19,M4III,Hercules,43
5533,unnamed5533,6.19,B9.5V,Hercules,43
5534,unnamed5534,6.19,F8V,Hercules,43
5535,V822 Her,6.19,B8Vnn,Hercules,43
5536,63 Her,6.2,A8V,Hercules,43
5537,unnamed5537,6.21,G2Vv comp,Hercules,43
5538,unnamed5538,6.22,F5II,Hercules,43
5539,unnamed5539,6.22,A0Ib,Hercules,43
5540,OP Her,6.22,M6Sv,Hercules,43
5541,97 Her,6.22,B3Vn,Hercules,43
5542,unnamed5542,6.22,K0,Hercules,43
5543,unnamed5543,6.24,B9V,Hercules,43
5545,unnamed5545,6.25,K5,Hercules,43
5546,unnamed5546,6.25,K2,Hercules,43
5547,unnamed5547,6.25,G5III+...,Hercules,43
5548,unnamed5548,6.26,A2V,Hercules,43
5549,57 Her,6.27,G5III:,Hercules,43
5550,V451 Her,6.27,B9p CrEu,Hercules,43
5551,unnamed5551,6.27,A2Vn,Hercules,43
5552,unnamed5552,6.28,G5IV,Hercules,43
5553,unnamed5553,6.29,K3III:,Hercules,43
5554,unnamed5554,6.3,K0,Hercules,43
5555,2 G. Her,6.3,K2III,Hercules,43
5556,unnamed5556,6.3,F5III-IV,Hercules,43
5557,unnamed5557,6.3,K0III,Hercules,43
5558,unnamed5558,6.3,F6V,Hercules,43
5559,unnamed5559,6.31,G8IV,Hercules,43
5560,HD 163840,6.32,G2V,Hercules,43
5561,unnamed5561,6.32,A2V,Hercules,43
5562,unnamed5562,6.34,A2IV,Hercules,43
5563,unnamed5563,6.34,B9V,Hercules,43
5564,unnamed5564,6.34,A1V,Hercules,43
5565,V831 Her,6.34,F0IV-V,Hercules,43
5566,V644 Her,6.35,F5II,Hercules,43
5567,unnamed5567,6.35,K0III,Hercules,43
5568,unnamed5568,6.35,A...,Hercules,43
5569,unnamed5569,6.35,M2III,Hercules,43
5570,V773 Her,6.36,B9sp...,Hercules,43
5571,unnamed5571,6.36,K3III,Hercules,43
5572,unnamed5572,6.36,F6Vawvar,Hercules,43
5573,V642 Her,6.36,M4IIIa,Hercules,43
5574,unnamed5574,6.36,K2,Hercules,43
5575,unnamed5575,6.36,K1III:,Hercules,43
5576,unnamed5576,6.36,K0III,Hercules,43
5577,unnamed5577,6.37,G0III,Hercules,43
5578,V959 Her,6.37,M1II,Hercules,43
5579,unnamed5579,6.37,K1III+...,Hercules,43
5580,unnamed5580,6.37,K0III,Hercules,43
5581,V1343 Her,6.37,B9V,Hercules,43
5582,unnamed5582,6.38,G5III,Hercules,43
5583,unnamed5583,6.38,K0V,Hercules,43
5584,unnamed5584,6.38,A5IV,Hercules,43
5585,unnamed5585,6.38,K4III,Hercules,43
5586,unnamed5586,6.38,F0V,Hercules,43
5587,unnamed5587,6.38,K2V,Hercules,43
5588,unnamed5588,6.4,K5,Hercules,43
5589,unnamed5589,6.41,K0,Hercules,43
5590,unnamed5590,6.41,A0V,Hercules,43
5591,unnamed5591,6.42,A2V,Hercules,43
5592,V974 Her,6.42,B8Vn,Hercules,43
5593,unnamed5593,6.43,F6III,Hercules,43
5594,unnamed5594,6.43,K0III,Hercules,43
5595,34 Her,6.44,A1V,Hercules,43
5596,unnamed5596,6.44,K2,Hercules,43
5597,unnamed5597,6.45,A3IV,Hercules,43
5598,unnamed5598,6.45,K5,Hercules,43
5599,unnamed5599,6.47,A2Vs,Hercules,43
5600,11 G. Her,6.48,K0,Hercules,43
5601,unnamed5601,6.48,F8V,Hercules,43
5602,unnamed5602,6.48,F8IV,Hercules,43
5603,V771 Her,6.48,B9sp...,Hercules,43
5604,unnamed5604,6.49,G8IV,Hercules,43
5605,unnamed5605,6.5,B3V,Hercules,43
5606,49 Her,6.51,B9.5p (Cr),Hercules,43
5607,X Her,6.52,M6e,Hercules,43
5608,41 Her,6.55,G5,Hercules,43
5609,HD 162826,6.55,F8V,Hercules,43
5610,48 Her,6.59,K1II-III,Hercules,43
5611,14 Her,6.61,K0V,Hercules,43
5612,49 Ser,6.68,G8V,Hercules,43
5613,19 Her,6.7,G8III,Hercules,43
5614,U Her,6.7,M7III,Hercules,43
5615,HD 154345,6.74,G8V,Hercules,43
5616,88 Her,6.78,Bpsh,Hercules,43
5617,32 Her,6.87,F0III,Hercules,43
5618,36 Her,6.92,A3IV,Hercules,43
5619,38 Her,6.96,A0,Hercules,43
5620,HD 164922,7.01,K0V,Hercules,43
5621,31 Her,7.09,A0,Hercules,43
5622,HD 164595,7.1,G2V,Hercules,43
5623,46 Her,7.14,F8II+...,Hercules,43
5624,33 Her,7.29,B9,Hercules,43
5625,HD 155358,7.5,G0,Hercules,43
5626,13 Her,7.55,F0,Hercules,43
5627,HD 145934,7.6,K0,Hercules,43
5628,HD 158038,7.64,K2III,Hercules,43
5629,HD 148284,8.0,G,Hercules,43
5630,HD 160508,8.11,F8V,Hercules,43
5631,HD 149026,8.15,G0,Hercules,43
5632,HD 148164,8.23,F8,Hercules,43
5633,HD 156668,8.42,K2V,Hercules,43
5634,HD 147506,8.71,F8,Hercules,43
5635,HD 146389,9.42,F8,Hercules,43
5636,Gliese 649,9.62,M1.5V,Hercules,43
5637,HAT-P-14,9.98,F,Hercules,43
5638,Gliese 623,10.27,M3V,Hercules,43
5639,WASP-86,10.66,F7,Hercules,43
5640,HAT-P-67,10.69,F,Hercules,43
5641,GSC 02620-00648,11.59,F,Hercules,43
5642,WASP-103,12.0,F8V,Hercules,43
5643,WASP-148,12.0,,Hercules,43
5644,GSC 03089-00929,12.4,G,Hercules,43
5645,HAT-P-18,12.76,K,Hercules,43
5646,WASP-92,13.18,F7,Hercules,43
5647,HAT-P-55,13.21,,Hercules,43
5648,WASP-135,13.3,G5,Hercules,43
5649,α Hor,3.85,K1III,Horologium,43
5650,R Hor,4.7,M7IIIe,Horologium,43
5651,δ Hor,4.93,A9V,Horologium,43
5652,β Hor,4.98,A5III,Horologium,43
5653,μ Hor,5.12,F0IV,Horologium,43
5654,ζ Hor,5.21,F4IV,Horologium,43
5655,ν Hor,5.25,A2V,Horologium,43
5656,η Hor,5.3,A6V,Horologium,43
5657,HD 27588,5.33,K2III,Horologium,43
5658,λ Hor,5.36,F2III,Horologium,43
5659,ι Hor,5.4,G3IV,Horologium,43
5660,HD 22231,5.67,K3III,Horologium,43
5661,TW Hor,5.71,C5II,Horologium,43
5662,HD 23719,5.72,K1III,Horologium,43
5663,γ Hor,5.73,G8III/IV,Horologium,43
5664,HD 14641,5.81,K5III,Horologium,43
5665,HD 20640,5.84,K2III,Horologium,43
5666,HD 24706,5.93,K3III,Horologium,43
5667,TU Hor,5.98,A2V,Horologium,43
5668,HD 18185,6.03,K1III,Horologium,43
5669,HD 19948,6.11,K1III,Horologium,43
5670,HD 17254,6.15,A2V,Horologium,43
5671,HD 18265,6.22,K4III,Horologium,43
5672,HD 17326,6.23,F5V,Horologium,43
5673,HD 16170,6.24,F6V,Horologium,43
5674,HD 15646,6.35,A0V,Horologium,43
5675,HD 26927,6.36,K3III,Horologium,43
5676,TZ Hor,6.39,M5III,Horologium,43
5677,HD 21011,6.4,K0III,Horologium,43
5678,HD 18292,6.47,K0/K1III,Horologium,43
5679,HD 23670,6.49,G8/K0III,Horologium,43
5680,HD 21360,6.5,A0V,Horologium,43
5681,HD 23308,6.5,F8V,Horologium,43
5682,HD 27631,8.25,G3IV,Horologium,43
5683,WASP-120,11.0,F5,Horologium,43
5684,GJ 1061,13.03,M5.5,Horologium,43
5685,WW Hor,17.6,,Horologium,43
5686,Alphard,1.99,K3III,Hydra,37
5687,γ Hya,2.99,G8III,Hydra,37
5688,ζ Hya,3.11,G8III-IV,Hydra,37
5689,ν Hya,3.11,K0/K1III,Hydra,37
5690,π Hya,3.25,K2III,Hydra,37
5691,ε Hya,3.38,G0III-IV,Hydra,37
5692,ξ Hya,3.54,G8III,Hydra,37
5693,λ Hya,3.61,K0III,Hydra,37
5694,μ Hya,3.83,K4III,Hydra,37
5695,θ Hya,3.89,B9.5V,Hydra,37
5696,ι Hya,3.9,K3IIIvar,Hydra,37
5697,30 Mon,3.91,A0V,Hydra,37
5698,υ1 Hya,4.11,G6/G8III,Hydra,37
5699,δ Hya,4.14,A1Vnn,Hydra,37
5700,β Hya,4.29,Ap Si,Hydra,37
5701,η Hya,4.3,B3V...,Hydra,37
5702,12 Hya,4.32,G8III,Hydra,37
5703,ρ Hya,4.35,A0Vn,Hydra,37
5704,58 Hya,4.42,K3III,Hydra,37
5705,σ Hya,4.45,K2III,Hydra,37
5706,τ2 Hya,4.54,A3V,Hydra,37
5707,τ1 Hya,4.59,F6V,Hydra,37
5708,υ2 Hya,4.6,B8V,Hydra,37
5709,31 Mon,4.63,G2Ib,Hydra,37
5710,2 Sex,4.68,K3III,Hydra,37
5711,ο Hya,4.7,B9V,Hydra,37
5712,HD 81799,4.72,K1III,Hydra,37
5713,HD 83953,4.76,B5V,Hydra,37
5714,26 Hya,4.77,G8III,Hydra,37
5715,51 Hya,4.78,K3III,Hydra,37
5716,27 Hya,4.8,G8III-IV+...,Hydra,37
5717,9 Hya,4.87,K0IIICN...,Hydra,37
5718,HD 85859,4.87,K2III,Hydra,37
5719,HD 92036,4.87,M1III,Hydra,37
5720,U Hya,4.89,C,Hydra,37
5721,φ Hya,4.91,G8III,Hydra,37
5722,χ1 Hya,4.92,F3IV/V,Hydra,37
5723,HD 84117,4.93,G0V,Hydra,37
5724,17 Crt,4.93,F8V,Hydra,37
5725,HD 85951,4.94,K5III,Hydra,37
5726,ψ Hya,4.94,K0III,Hydra,37
5727,52 Hya,4.97,B7/B8V,Hydra,37
5728,6 Hya,4.98,K3III,Hydra,37
5729,ω Hya,4.99,K2II-III,Hydra,37
5730,160 G. Hya,5.02,K0III,Hydra,37
5731,κ Hya,5.07,B4IV/V,Hydra,37
5732,50 Hya,5.07,K2III,Hydra,37
5733,44 Hya,5.08,K5III,Hydra,37
5734,II Hya,5.1,M4III,Hydra,37
5735,HD 100393,5.13,M1/M2III,Hydra,37
5736,54 Hya,5.15,F0V + G/K,Hydra,37
5737,HD 101666,5.2,K5III,Hydra,37
5738,47 Hya,5.2,B8V,Hydra,37
5739,HD 94388,5.23,F6V,Hydra,37
5740,56 Hya,5.23,G8/K0III,Hydra,37
5741,23 Hya,5.24,K2III,Hydra,37
5742,303 G. Hya,5.26,G8III,Hydra,37
5743,61 G. Hya,5.28,A3V,Hydra,37
5744,14 Hya,5.3,B9MNp...,Hydra,37
5745,200 G. Hya,5.3,F2/F3IV/V,Hydra,37
5746,1 G. Hya,5.36,G8III,Hydra,37
5747,142 G. Hya,5.38,G2V,Hydra,37
5748,328 G. Hya,5.41,F0V,Hydra,37
5749,HD 96819,5.43,A1V,Hydra,37
5750,HD 93397,5.44,A3V,Hydra,37
5751,330 G. Hya,5.46,K3III,Hydra,37
5752,20 Hya,5.47,G8II,Hydra,37
5753,HD 122430,5.47,K2/K3III,Hydra,37
5754,24 Hya,5.49,B9III,Hydra,37
5755,15 Hya,5.55,A4m,Hydra,37
5756,33 Hya,5.56,K1III,Hydra,37
5757,323 G. Hya,5.56,B9V,Hydra,37
5758,224 G. Hya,5.58,K3III,Hydra,37
5759,195 G. Hya,5.59,K4III,Hydra,37
5760,225 G. Hya,5.59,B8/B9IV/V,Hydra,37
5761,2 Hya,5.6,A5III-IV,Hydra,37
5762,19 Hya,5.6,B9.5III,Hydra,37
5763,28 Hya,5.6,K5III,Hydra,37
5764,1 Hya,5.61,F3V,Hydra,37
5765,55 Hya,5.61,B9IV/V,Hydra,37
5766,92 G. Hya,5.64,K0III,Hydra,37
5767,333 G. Hya,5.65,G8III,Hydra,37
5768,59 Hya,5.65,A6IV,Hydra,37
5769,148 G. Hya,5.66,K4/K5III,Hydra,37
5770,χ2 Hya,5.69,B8V,Hydra,37
5771,350 G. Hya,5.69,A0/A1V,Hydra,37
5772,56 G. Hya,5.7,K0III:,Hydra,37
5773,193 G. Hya,5.7,F0V,Hydra,37
5774,259 G. Hya,5.7,F2V,Hydra,37
5775,236 G. Hya,5.71,F7V,Hydra,37
5776,HD 100893,5.71,K0III,Hydra,37
5777,3 Hya,5.72,A1spe...,Hydra,37
5778,107 G. Hya,5.72,G8III,Hydra,37
5779,102 G. Hya,5.73,A0/A1V,Hydra,37
5780,351 G. Hya,5.73,A7V+...,Hydra,37
5781,17 G. Hya,5.74,K5III,Hydra,37
5782,156 G. Hya,5.74,A4III,Hydra,37
5783,80 G. Hya,5.75,K2/K3III,Hydra,37
5784,101 G. Hya,5.76,G6III,Hydra,37
5785,57 Hya,5.76,B9.5V,Hydra,37
5786,48 Hya,5.77,F6V,Hydra,37
5787,121 G. Hya,5.79,K1/K2III,Hydra,37
5788,272 G. Hya,5.79,A1V,Hydra,37
5789,33 G. Hya,5.8,A1V,Hydra,37
5790,88 G. Hya,5.8,F7/F8IV/V,Hydra,37
5791,354 G. Hya,5.81,F3V,Hydra,37
5792,357 G. Hya,5.81,A0V,Hydra,37
5793,118 G. Hya,5.83,K0III,Hydra,37
5794,60 Hya,5.83,A4IV,Hydra,37
5795,300 G. Hya,5.85,F8V,Hydra,37
5796,150 G. Hya,5.86,K2III,Hydra,37
5797,329 G. Hya,5.86,K2/K3III,Hydra,37
5798,252 G. Hya,5.87,A1V,Hydra,37
5799,374 G. Hya,5.87,F7Vw,Hydra,37
5800,HD 72561,5.89,G5III,Hydra,37
5801,14 G. Hya,5.92,M1III,Hydra,37
5802,162 G. Hya,5.92,B9.5V,Hydra,37
5803,HD 103596,5.93,K4III,Hydra,37
5804,84 G. Hya,5.95,K3III,Hydra,37
5805,158 G. Hya,5.95,K4III,Hydra,37
5806,HD 100623,5.96,K0V,Hydra,37
5807,27 G. Hya,6.01,F2III,Hydra,37
5808,HD 76151,6.01,G3V,Hydra,37
5809,136 G. Hya,6.01,K3III,Hydra,37
5810,209 G. Hya,6.01,A8III,Hydra,37
5811,φ2 Hya,6.01,M1III,Hydra,37
5812,16 G. Hya,6.03,F2V,Hydra,37
5813,6 G. Hya,6.04,G8III,Hydra,37
5814,227 G. Hya,6.04,F6/F7V,Hydra,37
5815,243 G. Hya,6.04,A0Vn,Hydra,37
5816,361 G. Hya,6.05,K2III,Hydra,37
5817,260 G. Hya,6.06,F8V,Hydra,37
5818,90 G. Hya,6.08,F3IV+...,Hydra,37
5819,179 G. Hya,6.08,K0III,Hydra,37
5820,65 G. Hya,6.09,K0,Hydra,37
5821,322 G. Hya,6.09,K3III,Hydra,37
5822,21 Hya,6.1,A3m,Hydra,37
5823,231 G. Hya,6.1,F6V,Hydra,37
5824,372 G. Hya,6.1,A1V,Hydra,37
5825,155 G. Hya,6.11,F7IV-V,Hydra,37
5826,OY Hya (188 G. Hya),6.11,B5V,Hydra,37
5827,9 G. Hya,6.12,K2III,Hydra,37
5828,73 G. Hya,6.12,K1III,Hydra,37
5829,154 G. Hya,6.12,K0,Hydra,37
5830,157 G. Hya,6.12,K0,Hydra,37
5831,217 G. Hya,6.12,A0V,Hydra,37
5832,10 Hya,6.13,A6V,Hydra,37
5833,81 G. Hya,6.13,G8II-III,Hydra,37
5834,153 G. Hya,6.13,F0Vn,Hydra,37
5835,13 G. Hya,6.14,A8IV,Hydra,37
5836,105 G. Hya,6.14,A0V,Hydra,37
5837,146 G. Hya,6.14,F0III,Hydra,37
5838,MO Hya,6.14,A0III,Hydra,37
5839,363 G. Hya,6.14,K2/K3III,Hydra,37
5840,HD 100307,6.15,M2III,Hydra,37
5841,NS Hya,6.16,M1III,Hydra,37
5842,315 G. Hya,6.16,A0V,Hydra,37
5843,302 G. Hya,6.17,A2V,Hydra,37
5844,8 G. Hya,6.18,F9V,Hydra,37
5845,37 G. Hya,6.18,K0,Hydra,37
5846,89 G. Hya,6.19,F5IV/V,Hydra,37
5847,359 G. Hya,6.19,A0V,Hydra,37
5848,LV Hya,6.2,B9.5V,Hydra,37
5849,HD 95698,6.21,A9III/IV,Hydra,37
5850,356 G. Hya,6.21,K3III,Hydra,37
5851,58 G. Hya,6.22,K5III,Hydra,37
5852,182 G. Hya,6.23,A2/A3III,Hydra,37
5853,205 G. Hya,6.23,A9m...,Hydra,37
5854,311 G. Hya,6.23,B7V,Hydra,37
5855,371 G. Hya,6.23,K0III,Hydra,37
5856,199 G. Hya,6.24,A5m,Hydra,37
5857,245 G. Hya,6.24,K3/K4III:,Hydra,37
5858,147 G. Hya,6.25,G6IV,Hydra,37
5859,159 G. Hya,6.25,K0,Hydra,37
5860,197 G. Hya,6.25,A0V,Hydra,37
5861,149 G. Hya,6.26,K2/K3III,Hydra,37
5862,144 G. Hya,6.27,F0Vn,Hydra,37
5863,185 G. Hya,6.27,A4V,Hydra,37
5864,391 G. Hya,6.28,B8/B9V,Hydra,37
5865,235 G. Hya,6.29,F5V,Hydra,37
5866,126 G. Hya,6.3,F6V,Hydra,37
5867,192 G. Hya,6.3,B8V,Hydra,37
5868,HQ Hya,6.31,F3IIIp,Hydra,37
5869,37 Hya,6.31,A0Vn,Hydra,37
5870,337 G. Hya,6.31,K0III,Hydra,37
5871,111 G. Hya,6.32,A0V,Hydra,37
5872,HD 100953,6.32,F5V,Hydra,37
5873,165 G. Hya,6.33,A0V,Hydra,37
5874,71 G. Hya,6.34,A5V,Hydra,37
5875,104 G. Hya,6.34,A9IVe...,Hydra,37
5876,V335 Hya,6.34,M4/M5Ib/II:,Hydra,37
5877,317 G. Hya,6.34,A0V,Hydra,37
5878,34 G. Hya,6.35,G9III,Hydra,37
5879,275 G. Hya,6.35,M2/M3III,Hydra,37
5880,369 G. Hya,6.35,K2III,Hydra,37
5881,373 G. Hya,6.35,K5III,Hydra,37
5882,206 G. Hya,6.36,M1III,Hydra,37
5883,50 G. Hya,6.37,B9.5III-IV,Hydra,37
5884,172 G. Hya,6.37,A2V,Hydra,37
5885,29 G. Hya,6.38,A7IV/V,Hydra,37
5886,320 G. Hya,6.39,K5III,Hydra,37
5887,34 Hya,6.4,A1V,Hydra,37
5888,R Hya,6.4,M6/M7e,Hydra,37
5889,55 G. Hya,6.41,F2+...,Hydra,37
5890,LO Hya (25 G. Hya),6.42,A5m,Hydra,37
5891,66 G. Hya,6.42,K0,Hydra,37
5892,308 G. Hya,6.42,A1IV/V,Hydra,37
5893,364 G. Hya,6.42,K1III,Hydra,37
5894,26 G. Hya,6.43,K0,Hydra,37
5895,74 G. Hya,6.43,K1III,Hydra,37
5896,274 G. Hya,6.43,K0III,Hydra,37
5897,332 G. Hya,6.43,B8V,Hydra,37
5898,360 G. Hya,6.43,G5V,Hydra,37
5899,263 G. Hya,6.44,M2/M3III,Hydra,37
5900,279 G. Hya,6.44,F3V,Hydra,37
5901,281 G. Hya,6.44,K4/K5III,Hydra,37
5902,294 G. Hya,6.44,G2III/IV,Hydra,37
5903,54 G. Hya,6.45,K0,Hydra,37
5904,117 G. Hya,6.45,K0,Hydra,37
5905,166 G. Hya,6.45,K0,Hydra,37
5906,204 G. Hya,6.45,F7V,Hydra,37
5907,258 G. Hya,6.45,K1III,Hydra,37
5908,349 G. Hya,6.45,F5IV,Hydra,37
5909,48 G. Hya,6.46,A5m,Hydra,37
5910,109 G. Hya,6.46,G6/G8III/IV,Hydra,37
5911,325 G. Hya,6.46,A3V,Hydra,37
5912,82 G. Hya,6.47,K2III,Hydra,37
5913,213 G. Hya,6.47,A4IV/V,Hydra,37
5914,270 G. Hya,6.47,A1V,Hydra,37
5915,3 G. Hya,6.48,K0,Hydra,37
5916,63 G. Hya,6.48,A2V,Hydra,37
5917,100 G. Hya,6.48,K0IIICN...,Hydra,37
5918,297 G. Hya,6.48,G5V,Hydra,37
5919,299 G. Hya,6.48,G8III,Hydra,37
5920,348 G. Hya,6.48,A1V,Hydra,37
5921,378 G. Hya,6.48,K0III,Hydra,37
5922,233 G. Hya,6.49,A5IV/V,Hydra,37
5923,312 G. Hya,6.49,G0V,Hydra,37
5924,342 G. Hya,6.49,A5V,Hydra,37
5925,346 G. Hya,6.49,K5III,Hydra,37
5926,210 G. Hya,6.5,F3IV,Hydra,37
5927,318 G. Hya,6.5,K0III,Hydra,37
5928,HD 96700,6.5,G0V,Hydra,37
5929,29 Hya,6.53,A2V,Hydra,37
5930,HD 82943,6.54,G0V,Hydra,37
5931,HD 94046,6.56,A3V,Hydra,37
5932,17 Hya,6.67,A3,Hydra,37
5933,14 Lib,6.95,A2/A3V,Hydra,37
5934,HD 90156,6.95,G5V,Hydra,37
5935,V Hya,7.0,C,Hydra,37
5936,25 Hya,7.07,K0,Hydra,37
5937,HD 86264,7.42,F7V,Hydra,37
5938,HD 86950,7.46,K1 III,Hydra,37
5939,HD 72659,7.48,G0,Hydra,37
5940,HD 74156,7.62,G0V,Hydra,37
5941,φ1 Hya,7.62,G2V,Hydra,37
5942,HD 86226,7.93,G2V,Hydra,37
5943,HD 128356,8.29,K3V,Hydra,37
5944,V478 Hya,8.7,G1-1.5V,Hydra,37
5945,HD 72892,8.83,G5V,Hydra,37
5946,WASP-166,9.36,F9,Hydra,37
5947,Gliese 433,9.79,M1.5,Hydra,37
5948,WASP-51/HAT-P-30,10.42,F,Hydra,37
5949,GJ 357,10.91,M2.5V,Hydra,37
5950,TW Hya,11.1,K8Ve,Hydra,37
5951,WASP-25,11.87,G4,Hydra,37
5952,WASP-175,12.0,,Hydra,37
5953,HAT-P-42,12.17,,Hydra,37
5954,WASP-169,12.2,,Hydra,37
